articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn,search_day
2203341748,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,SITE,11월 15일,140,SAME,False,"1,400",187,95,동향,20220204,/20220204_124/land_naver_1643978287909ig5SR_JPEG/aeeeb0d8ad4fd0051d6ca4e813a71a68.JPG,SITE,f130_98,13,공장등록 가능한 11층사무실  전용29ㅍ  베란다4.5ㅍ ,"['2년이내', '관리비20만원이하', '주차가능', '베란다']",중소형사무실,1,0.0,"1,400/140","1,400/140",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203341748,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2203318257,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,SITE,03월 15일,110,SAME,False,"1,200",98,86,,20220204,/20220204_116/land_naver_1643978403394GTmVA_JPEG/4e7673c211b06f4ea12279e09eea59f6.JPG,SITE,f130_98,13,공장  분양51ㅍ 전용26ㅍ 베란다2.5ㅍ,"['15년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,1,0.0,"1,200/110","1,200/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203318257,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2203383861,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,14/B1,180,SAME,False,"2,000",4810,126,,20220204,/20220204_162/land_naver_1643978162278XmVlb_JPEG/f89ffd78bc4b8a0cfccb349ec9150765.JPG,SITE,f130_98,15,갈산역인근신축지식산업센터 첫입주,"['2년이내', '융자금없는', '역세권']",공장,1,0.0,"2,000/180","2,000/180",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203383861,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203383861,False,True,37.517124,126.718434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2203332682,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,15/B1,100,SAME,False,"1,000",15788,170,,20220204,/20220204_16/land_naver_1643978342427jiUdH_JPEG/d894ccba25f1489034cf0e07b62010f6.JPG,SITE,f130_98,13,공장내 차량진입 및 상하차가능  전용26 베란다2.5,"['2년이내', '엘리베이터', '화재경보기', '베란다']",공장,1,0.0,"1,000/100","1,000/100",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203332682,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2203484141,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,SITE,07월 12일,130,SAME,False,"1,500",136,97,,20220204,/20220204_184/land_naver_1643977207209mmk3a_JPEG/15b2c8859b251057f86c34d6c43ee2fe.JPG,SITE,f130_98,14,"천장형 냉난방기 설치됨, 전용 29ㅍ","['4년이내', '융자금없는', '역세권', '천장에어컨']",지식산업센터,1,0.0,"1,500/130","1,500/130",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203484141,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203484141,False,True,37.517708,126.720958,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2203035008,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,SITE,05월 14일,190,DECREASE,True,"2,000",149,126,,20220203,/20220203_134/land_naver_1643852765499ewqw3_JPEG/e3b33f4756e9051f264ee208d4718abf.JPG,SITE,f130_98,15,복층공사하여 인테리어 잘된 사무실겸 제조시설 사용적합  5층 전용 38ㅍ,"['2년이내', '융자금없는', '역세권', '천장에어컨']",지식산업센터,1,0.0,"2,000/190","2,000/190",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203035008,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203035008,False,True,37.517124,126.718434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2202981411,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,3/-,450,SAME,False,"4,500",910,597,,20220128,/20220128_6/land_naver_1643361191177JzkTM_JPEG/9ef823f08fc9648e080272aaf6663018.JPG,SITE,f130_98,12,신축 층고 높아요,"['2년이내', '융자금없는']",공장,2,0.0,"4,500/450","4,200/420",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202981411,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202981411,False,True,37.523299,126.711866,True,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,20220207
2202876990,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,4/-,144,SAME,False,"1,440",495,264,,20220127,/20220127_6/land_naver_1643275327195pLuco_JPEG/ce2ff9b85b225d549958833f9312a173.JPG,SITE,f130_98,10,3층 80ㅍ,"['15년이내', '융자금없는']",공장,1,0.0,"1,440/144","1,440/144",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202876990,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202876990,False,True,37.522321,126.707519,True,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,20220207
2203700535,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,10월 15일,130,SAME,False,"1,300",170,86,,20220204,,,,0,부평제이타워3차 냉난방기 설치 차량 공장 내부로 진출입 가능,"['2년이내', '융자금없는', '주차가능']",지식산업센터,1,0.0,"1,300/130","1,300/130",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2203700535,,False,True,,False,False,37.521784,126.721212,True,김규태공인중개사사무소,kkt2729nv,False,False,False,False,,N,20220207
2202795669,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,15/B1,110,SAME,False,"1,200",15788,170,,20220127,/20220127_129/land_naver_1643275628296q1tDB_JPEG/f6c64c56c8ad4d93811ec7fb9055c470.JPG,SITE,f130_98,11,제이타워3차 5층 공장 임대  ,"['2년이내', '엘리베이터', '화재경보기']",공장,1,0.0,"1,200/110","1,200/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202795669,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2203514480,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,15/-,110,SAME,False,"1,000",15788,86,,20220203,,,,0,지식산업센터 전용26ㅍ 드라이브인시스템 소형공장삼실또는전자쇼핑몰충전포장업,[],공장,1,0.0,"1,000/110","1,000/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203514480,,False,True,,False,False,37.521784,126.721212,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2203522382,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,OWNER,01월 10일,,SAME,False,"1억 7,000",81,81,,20220203,,,,0,전용13ㅍ 분양20ㅍ ㅍ당650만 업무시설최저가매매 삼실최적  ,"['15년이내', '역세권', '1층']",지식산업센터,1,0.0,"1억 7,000","1억 7,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203522382,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2203513196,기타,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,10/B1,150,SAME,False,"2,000",17875,81,,20220203,,,,0,지식산업센터 전용40ㅍ 분양63ㅍ 드라이브인시스템 갈산역초역세 삼실최적,"['융자금없는', '역세권']",기타,1,0.0,"2,000/150","2,000/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203513196,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2202751767,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,3/-,600,SAME,False,"6,000",1489,1016,,20220126,/20220126_247/land_naver_1643187963647A5cei_JPEG/df68e0c29e193900563f57f39ad251b4.JPG,SITE,f130_98,11,3층 308ㅍ 위치 굿,"['10년이내', '융자금없는']",공장,1,0.0,"6,000/600","6,000/600",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202751767,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202751767,False,True,37.522885,126.711574,True,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,20220207
2202545268,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,12/B2,160,SAME,False,"2,000",27869,137,,20220125,/20220125_8/land_naver_1643106367134gcPk6_JPEG/8471a2b9992e85bf3c41bd161a92e4fc.JPG,SITE,f130_98,15,공간분리되어 있어 각각 연구실및 사무실로 사용 최적,"['25년이내', '융자금없는', '역세권', '엘리베이터']",공장,1,0.0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202545268,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202545268,False,True,37.517433,126.719434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2202293404,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,SITE,15/B1,,SAME,False,"3억 4,600",15788,170,,20220124,/20220124_220/land_naver_16430175070792eNyE_JPEG/a48d252a904a132d0de685fd02fdb0b7.JPG,SITE,f130_98,13,,"['2년이내', '엘리베이터', '화재경보기']",공장,1,0.0,"3억 4,600","3억 4,600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202293404,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2203201995,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,01월 10일,120,SAME,False,"1,200",134,81,,20220129,,,,0,근생2종 전용22ㅍ 권리금무 삼실등업종다양 인천1호선갈산역초역세권   ,"['융자금없는', '역세권', '1층']",지식산업센터,1,0.0,"1,200/120","1,200/120",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203201995,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2203213416,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,01월 10일,175,SAME,False,"2,000",134,81,,20220129,,,,0,아파트형공장 전용50ㅍ 드라이브인시스템 공장삼실창고 갈산역도보3분,"['융자금없는', '역세권', '1층']",지식산업센터,1,0.0,"2,000/175","2,000/175",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203213416,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2203245770,상가건물,R0,GM,건물,D03,상가건물,B2,월세,OWNER,4/-,"4,000",SAME,False,10억,1762,3694,,20220129,,,,0,병원이나 수입자동차 전시장으로 시스템시설이 양호한 저렴한 물건으로 강추함,['2년이내'],상가건물,1,0.0,"10억/4,000","10억/4,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203245770,,False,True,,False,False,37.52169,126.705251,True,세종공인중개사사무소,seojong3066,False,False,False,False,,N,20220207
2203140821,기타,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,10/B1,360,SAME,False,"4,000",17875,81,,20220128,,,,0,25m대로변 전용100ㅍ 삼실인테리어 씨에 인천1호선갈산역초역세 ,"['융자금없는', '역세권']",기타,1,0.0,"4,000/360","4,000/360",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203140821,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2202139917,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,SITE,01월 07일,,SAME,False,4억,142,105,,20220120,/20220120_261/land_naver_1642670882909S8je9_JPEG/9aa8b4e7dc28b59aa146da11f9f22dd7.JPG,SITE,f130_98,13,우림라이온스밸리1층업무시설 전용32ㅍ 분양60ㅍ ㅍ당666만 삼실또는전시,"['역세권', '1층']",지식산업센터,1,0.0,4억,4억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202139917,,False,True,,False,False,37.517433,126.719434,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2201882626,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,SITE,01월 12일,,SAME,False,4억,142,105,,20220118,/20220118_257/land_naver_1642498391583CpVM6_JPEG/7f282abff2008e42cf0949f398739e22.JPG,SITE,f130_98,11,"1층 중앙로비위치하여 의류,신발 매장또는 인력사무실로 최적","['25년이내', '역세권', '1층', '천장에어컨']",지식산업센터,1,0.0,4억,4억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201882626,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201882626,False,True,37.517433,126.719434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2203688684,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,10월 15일,130,SAME,False,"1,300",170,86,,20220205,,,,0,최고의 시설 드라이브인 가능한 곳에서 사업 시작 하세요,"['2년이내', '융자금없는', '주차가능']",지식산업센터,1,0.0,"1,300/130","1,300/130",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203688684,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203688684,False,True,37.521784,126.721212,True,명공인중개사사무소,dormito2021,False,False,False,False,,N,20220207
2203761946,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,10월 15일,130,SAME,False,"1,300",172,86,,20220205,,,,0,부평제이타워3차 전용26 갈산역5분  난방기설치 사무실,"['2년이내', '융자금없는']",지식산업센터,1,0.0,"1,300/130","1,300/130",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203761946,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203761946,False,True,37.521784,126.721212,True,미래공인중개사사무소,a682m,False,False,False,False,,N,20220207
2203744393,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,2/-,,SAME,False,38억,450,535,,20220205,,,,0,6차선대로변 코너 횡단보도앞 건물,['25년이상'],빌딩,1,0.0,38억,38억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203744393,,False,True,,False,False,37.519029,126.704217,True,부동산씨티뱅크공인중개사사무소,t7773,False,False,False,False,,N,20220207
2201480110,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,SITE,15/B1,,SAME,False,"3억 2,000",15778,86,,20220117,/20220117_259/land_naver_1642414023237vYhsX_JPEG/8282b523d4f81f0b16c6e1b4f59ac31c.JPG,SITE,f130_98,12,분양받은금액그대로 신축아파트형공장 전용26ㅍ 분양52ㅍ 드라이브인시스템 ,['역세권'],공장,2,0.0,"3억 2,500","3억 2,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201480110,,False,True,,False,False,37.521784,126.721212,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,20220207
2201534858,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,SITE,10월 15일,130,SAME,False,"1,500",98,86,,20220117,/20220117_271/land_naver_16424125921225Hunm_JPEG/0a4845ad80097e06fd2707d7e0c46327.JPG,SITE,f130_98,15,,"['2년이내', '역세권', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"1,500/130","1,500/130",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201534858,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
2201496766,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,3/-,420,SAME,False,"4,200",909,1322,,20220117,/20220117_199/land_naver_1642412832534g0PtX_JPEG/e8e533e034742e2ae333b9404a7bf93a.JPG,SITE,f130_98,12,리프트유 신축 고5미터,['융자금없는'],공장,2,0.0,"4,500/450","4,200/420",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201496766,,False,True,,False,False,37.523299,126.711866,True,탑공장부동산공인중개사사무소,,False,False,False,False,,N,20220207
2203542550,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,9/B2,140,SAME,False,"1,500",27869,104,,20220204,,,,0,1층으로 층고 4m 전용32ㅍ,"['25년이내', '융자금없는', '역세권']",공장,1,0.0,"1,500/140","1,500/140",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203542550,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203542550,False,True,37.517433,126.719434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2203576567,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,180,SAME,False,"1,800",571,1249,,20220204,,,,0,2층120 공실 엘베있음 분할 가능 ,"['15년이내', '융자금없는', '엘리베이터']",공장,1,0.0,"1,800/180","1,800/180",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203576567,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203576567,False,True,37.517684,126.688866,True,공단타워공인중개사사사무소,gonddantower,False,False,False,False,,N,20220207
2203543128,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,01월 02일,80,SAME,False,"1,000",49,49,,20220204,,,,0,지식산업센터 1층 전용15ㅍ 사무실로적합,"['25년이내', '융자금없는', '역세권', '1층']",지식산업센터,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203543128,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203543128,False,True,37.517433,126.719434,True,나공단공인중개사사무소,,False,False,False,False,,N,20220207
2203664714,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,05월 05일,45,SAME,False,500,55,42,남향,20220204,,,,0,"공실. 대형엘베 유. 남향이라 채광 굿,","['25년이내', '융자금없는', '역세권', '관리비10만원이하']",중소형사무실,1,0.0,500/45,500/45,hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2203664714,,False,True,,False,False,37.506503,126.717738,True,세종부동산공인중개사사무소,5080300,False,False,False,False,,N,20220207
2203587028,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,4/B1,,SAME,False,23억,260,494,,20220204,,,,0,대단지 아파트 앞 대로변 수익형 빌딩,['25년이상'],빌딩,2,0.0,23억,23억,NEONET,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2203587028,,False,True,,False,False,37.520033,126.706544,True,(주)케이에스부동산중개법인(KS),gnks02,False,False,False,False,,N,20220207
2203678182,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,10월 15일,100,SAME,False,"1,000",98,86,,20220204,,,,0,공장내 차량진입 및 상하차가능 분양51ㅍ 전용26ㅍ,"['2년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,1,0.0,"1,000/100","1,000/100",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203678182,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,20220207
